morpheme,gloss,affix,freq
къэбары,STEM,root,2175
нэс,STEM,root,7561
физикэ,STEM,root,275
кӏэнкӏэ,STEM,root,356
мэхьанэ,STEM,root,13231
зэо,STEM,root,9649
дэдэр,STEM,root,593
армие,STEM,root,68
исус,STEM,root,3494
гъучӏы,STEM,root,430
нэф,STEM,root,2626
мэхьан,STEM,root,2769
етӏан,STEM,root,2013
нэужым,STEM,root,5923
дэха,STEM,root,3473
лӏ,STEM,root,5021
нахьы,STEM,root,25843
унашъо,STEM,root,7187
дау,STEM,root,1407
кӏэкӏ,STEM,root,1951
чэщ,STEM,root,2131
нэкӏ,STEM,root,2576
къушъхьэ,STEM,root,5894
искусствэ,STEM,root,12360
цэкӏэ,STEM,root,8482
сирие,STEM,root,1755
шъыпкъэ,STEM,root,17730
пкӏа,STEM,root,1685
тырку,STEM,root,3702
аущтэу,STEM,root,1498
гукъау,STEM,root,341
гъэзы,STEM,root,4864
жьы,STEM,root,4520
такъикъ,STEM,root,1386
владимир,STEM,root,3336
ален,STEM,root,40
укӏэ,STEM,root,3444
шынэ,STEM,root,104
тӏупщы,STEM,root,5224
машӏо,STEM,root,3652
юсыф,STEM,root,1491
нэкӏы,STEM,root,2721
нахьышӏу,STEM,root,6306
движение,STEM,root,983
убыт,STEM,root,3214
губжы,STEM,root,1436
рен,STEM,root,3320
къыблэ,STEM,root,2912
укӏа,STEM,root,431
гушхо,STEM,root,10529
къэкӏон,STEM,root,648
гупчэ,STEM,root,7259
депутаты,STEM,root,432
хэпшӏыкӏэу,STEM,root,1066
нэгъэупӏэпӏэгъу,STEM,root,364
фэба,STEM,root,1181
щх,STEM,root,3045
мары,STEM,root,2202
репертуар,STEM,root,162
черкес,STEM,root,3417
граф,STEM,root,278
цэй,STEM,root,1050
бюджет,STEM,root,2713
комитет,STEM,root,3742
тхьэ,STEM,root,10515
хъыя,STEM,root,80
кӏэлэцӏыкӏу,STEM,root,15464
туран,STEM,root,59
ожъ,STEM,root,131
конституционнэ,STEM,root,379
романенко,STEM,root,88
хъутӏыжъ,STEM,root,251
ушху,STEM,root,359
инспектор,STEM,root,986
монгол,STEM,root,124
архив,STEM,root,284
фыжь,STEM,root,590
кадастрэ,STEM,root,586
унагъо,STEM,root,8869
гугъэ,STEM,root,6972
космосы,STEM,root,121
аппарат,STEM,root,248
макӏ,STEM,root,10522
нэкъокъо,STEM,root,4466
гумэкӏ,STEM,root,2215
ӏэгу,STEM,root,752
бэрэкъэты,STEM,root,151
ма,STEM,root,4554
чан,STEM,root,3566
марин,STEM,root,794
гъашӏэ,STEM,root,2816
счеты,STEM,root,101
гупшыса,STEM,root,2080
тембот,STEM,root,1425
тамыгъэ,STEM,root,953
физическэ,STEM,root,542
кӏуачӏэ,STEM,root,4986
нэмыкӏы,STEM,root,966
лӏыхъужъ,STEM,root,3825
шъхьаӏэ,STEM,root,10537
сусан,STEM,root,596
инфраструктурэ,STEM,root,632
сэн,STEM,root,330
художественнэ,STEM,root,2115
лажь,STEM,root,1258
орэдыӏо,STEM,root,2023
пчэ,STEM,root,2140
щэчы,STEM,root,2117
ахъщ,STEM,root,1283
жъ,STEM,root,5564
охътэ,STEM,root,4283
олъа,STEM,root,631
псыхьа,STEM,root,10413
федор,STEM,root,445
бжыхьэ,STEM,root,3070
ӏофышӏ,STEM,root,1977
хъущт,STEM,root,4256
къины,STEM,root,3693
лъэш,STEM,root,8787
бзэджэ,STEM,root,4029
борисов,STEM,root,6
гъуай,STEM,root,10
евгение,STEM,root,10
ӏыгъ,STEM,root,971
ферриоль,STEM,root,793
музеи,STEM,root,1702
колхозы,STEM,root,1364
псыхъо,STEM,root,2305
гектар,STEM,root,6085
ожъы,STEM,root,10
совхоз,STEM,root,263
квадратнэ,STEM,root,422
театрэ,STEM,root,3052
профессор,STEM,root,1056
дэд,STEM,root,3184
салих,STEM,root,140
гъэзет,STEM,root,2236
психолог,STEM,root,246
убытэ,STEM,root,10132
шапсыгъэ,STEM,root,1450
сценэ,STEM,root,866
чэф,STEM,root,1430
лъыта,STEM,root,9073
тхьамыкӏа,STEM,root,2745
благъ,STEM,root,3329
гъа,STEM,root,4858
загъэ,STEM,root,2298
кӏотэ,STEM,root,4571
медаль,STEM,root,2400
щатэ,STEM,root,33
ансамблэ,STEM,root,1729
псалъэ,STEM,root,1578
чӏыфэ,STEM,root,1935
темыр,STEM,root,4972
кружок,STEM,root,174
кӏэла,STEM,root,941
фатим,STEM,root,1696
зэжъу,STEM,root,332
мэмэт,STEM,root,325
пэпчъ,STEM,root,6214
джэуапы,STEM,root,417
абрамовы,STEM,root,64
псынкӏа,STEM,root,1057
къэбар,STEM,root,7575
аужыпкъэ,STEM,root,300
лӏыжъы,STEM,root,979
шъабэ,STEM,root,1379
ублэ,STEM,root,7143
укъо,STEM,root,4698
мэзы,STEM,root,2314
нэгъой,STEM,root,900
абэзэ,STEM,root,58
ӏуш,STEM,root,1043
ӏанэ,STEM,root,2217
анет,STEM,root,611
заслуженнэ,STEM,root,8574
ӏорышӏэ,STEM,root,3660
ку,STEM,root,594
кушъэ,STEM,root,563
пшысэ,STEM,root,874
ун,STEM,root,2112
бл,STEM,root,661
севастополь,STEM,root,229
нэбгыр,STEM,root,5604
мэщыты,STEM,root,457
къумпӏыл,STEM,root,4577
бизнесы,STEM,root,567
гуцафэ,STEM,root,558
нэкӏэ,STEM,root,847
кӏэлэегъэджэ,STEM,root,2627
кӏуадэ,STEM,root,1070
жэ,STEM,root,4771
кавказы,STEM,root,2930
ростов,STEM,root,1713
хэфэ,STEM,root,1003
лъэныкъу,STEM,root,723
пристав,STEM,root,1259
уцуа,STEM,root,6214
джаущтэу,STEM,root,1031
тыгъэгъэзэ,STEM,root,530
цужъ,STEM,root,19
былым,STEM,root,2622
сыдэущтэу,STEM,root,1785
такъо,STEM,root,613
нуриет,STEM,root,1230
къэрэу,STEM,root,60
шъэба,STEM,root,366
технологическэ,STEM,root,1179
орэд,STEM,root,5763
дах,STEM,root,3379
нарт,STEM,root,1681
сыхьат,STEM,root,1691
хахъо,STEM,root,875
дэӏу,STEM,root,10984
маринэ,STEM,root,660
правительствэ,STEM,root,5690
гъазый,STEM,root,597
пкӏэшъэ,STEM,root,68
тыгъуасэ,STEM,root,3395
предпринимательствэ,STEM,root,374
шэмбэты,STEM,root,232
цыгъо,STEM,root,488
отечество,STEM,root,60
оры,STEM,root,2391
сурэт,STEM,root,5918
политикэ,STEM,root,1736
къэгъагъэ,STEM,root,886
ахъщэ,STEM,root,8202
шӏыхьафы,STEM,root,156
ор,STEM,root,6295
пкӏэ,STEM,root,6275
бгъэ,STEM,root,3131
родниковскэ,STEM,root,25
лъфы,STEM,root,2573
тӏы,STEM,root,862
гуапэ,STEM,root,1279
концерт,STEM,root,5267
драматургие,STEM,root,202
шӏэт,STEM,root,432
отряд,STEM,root,290
жэнэлӏ,STEM,root,110
дышъэ,STEM,root,5285
юносты,STEM,root,308
къэрал,STEM,root,1553
березины,STEM,root,29
хабзэ,STEM,root,7970
ирин,STEM,root,671
къазы,STEM,root,63
пшӏ,STEM,root,169
ӏы,STEM,root,3407
фермэ,STEM,root,489
м,STEM,root,3415
шӏэты,STEM,root,453
пхъу,STEM,root,2691
программэ,STEM,root,5143
телъхьа,STEM,root,159
хъот,STEM,root,1350
ветеран,STEM,root,4265
юбилейнэ,STEM,root,79
пхъуатэ,STEM,root,268
аскэрбый,STEM,root,1206
пчъэ,STEM,root,1186
черкесск,STEM,root,76
уплъэкӏу,STEM,root,6285
сэхъу,STEM,root,157
ӏусы,STEM,root,165
охъу,STEM,root,477
ставрополье,STEM,root,112
поэмэ,STEM,root,538
шотландскэ,STEM,root,2
олъэ,STEM,root,1016
гузэжъо,STEM,root,542
компание,STEM,root,1503
мэфэкӏы,STEM,root,3237
быбы,STEM,root,802
бгъу,STEM,root,1253
джэджэ,STEM,root,2660
зал,STEM,root,633
бырсыр,STEM,root,1268
пэрыты,STEM,root,235
хъы,STEM,root,1429
пшъашъэ,STEM,root,3719
пьесэ,STEM,root,744
мамыры,STEM,root,928
татьян,STEM,root,477
гъончэджы,STEM,root,25
зау,STEM,root,2822
бэлэ,STEM,root,407
подстанцие,STEM,root,174
шхъуантӏ,STEM,root,99
центнер,STEM,root,1442
щыӏа,STEM,root,10886
такъикъы,STEM,root,237
кӏэс,STEM,root,108
щыпс,STEM,root,4203
пэнэ,STEM,root,1245
ӏопщы,STEM,root,208
исмахьил,STEM,root,169
шъхьафит,STEM,root,3002
огъу,STEM,root,286
мэкӏэ,STEM,root,1735
сэнашъхьэ,STEM,root,67
тхыцӏэ,STEM,root,87
кӏэкӏы,STEM,root,2551
азанэ,STEM,root,10
ибрахьим,STEM,root,630
ӏэшъхьэтет,STEM,root,1342
стыры,STEM,root,315
васильченкэ,STEM,root,180
красногвардейскэ,STEM,root,1855
гупсэфы,STEM,root,1813
раз,STEM,root,487
лӏыжъ,STEM,root,842
кощхьаблэ,STEM,root,726
зарин,STEM,root,22
акъыл,STEM,root,2030
дэдэ,STEM,root,9104
сакъ,STEM,root,896
футболы,STEM,root,1319
режиссер,STEM,root,731
ларис,STEM,root,159
чаны,STEM,root,951
дзюдо,STEM,root,1508
насыпы,STEM,root,1182
щыухьэ,STEM,root,4
ут,STEM,root,3081
къута,STEM,root,2332
законодательствэ,STEM,root,394
нэпкъ,STEM,root,716
комитеты,STEM,root,1133
тхъ,STEM,root,1635
мамыр,STEM,root,4298
быны,STEM,root,138
хьатам,STEM,root,428
шъхьас,STEM,root,46
тыгъ,STEM,root,731
гукӏэгъу,STEM,root,1732
медсестра,STEM,root,212
лӏыхъужъы,STEM,root,986
ухыи,STEM,root,869
ткаченкэ,STEM,root,380
пӏэлъэ,STEM,root,1393
подстанции,STEM,root,7
студие,STEM,root,179
лыды,STEM,root,697
бзыу,STEM,root,640
томографы,STEM,root,16
сертификат,STEM,root,563
усэ,STEM,root,5184
бгурыӏо,STEM,root,398
гъунэгъу,STEM,root,2378
ӏыхы,STEM,root,879
пшы,STEM,root,1858
лъыт,STEM,root,2824
кризисы,STEM,root,553
хэшӏыкӏ,STEM,root,1875
фабэ,STEM,root,4507
урыс,STEM,root,7299
яблоновскэ,STEM,root,588
депутат,STEM,root,4470
черниченкэ,STEM,root,374
студент,STEM,root,3229
къаты,STEM,root,530
сулейманов,STEM,root,42
литературэ,STEM,root,3770
мет,STEM,root,1210
отдел,STEM,root,2813
дипломы,STEM,root,183
шъэо,STEM,root,1428
асыет,STEM,root,567
миллер,STEM,root,24
бэщы,STEM,root,216
пшъашъ,STEM,root,380
гъукӏэ,STEM,root,2535
напэ,STEM,root,700
ухъума,STEM,root,2276
гъожьы,STEM,root,806
прибор,STEM,root,137
форум,STEM,root,455
шъуа,STEM,root,3958
пенсионер,STEM,root,763
пщынэ,STEM,root,2876
гуащэ,STEM,root,1728
казбек,STEM,root,3216
лӏэ,STEM,root,2549
дианэ,STEM,root,209
политик,STEM,root,800
музей,STEM,root,1484
лъаӏо,STEM,root,1582
фэдиз,STEM,root,11155
цэкӏа,STEM,root,3510
адыгэкъалэ,STEM,root,2407
банк,STEM,root,1312
щыд,STEM,root,103
ансамбл,STEM,root,1656
хасэ,STEM,root,6101
пшъы,STEM,root,1121
пцӏанэ,STEM,root,68
наибы,STEM,root,147
хэкӏы,STEM,root,8591
анастасия,STEM,root,270
аслан,STEM,root,25
абаев,STEM,root,65
фейсалы,STEM,root,4
гукъэкӏыжь,STEM,root,934
къорэгъы,STEM,root,11
аркъэ,STEM,root,15
классикэ,STEM,root,238
бзэджэшӏэ,STEM,root,1177
пцӏэнэ,STEM,root,13
самбыры,STEM,root,92
къабзэ,STEM,root,1277
кӏас,STEM,root,1493
заявкэ,STEM,root,130
чернобыль,STEM,root,182
гъус,STEM,root,2449
шытхьалэ,STEM,root,169
фэбэ,STEM,root,1870
лъыхъу,STEM,root,1183
машин,STEM,root,414
рэза,STEM,root,1878
чъэ,STEM,root,3235
татэ,STEM,root,259
журавлева,STEM,root,7
министрэ,STEM,root,4117
къудыи,STEM,root,778
полковник,STEM,root,363
натрыф,STEM,root,494
рсфср,STEM,root,367
коц,STEM,root,840
шъуаш,STEM,root,2153
ягъэ,STEM,root,900
кредит,STEM,root,183
гупшысы,STEM,root,348
лӏыӏужъу,STEM,root,439
нэпцӏы,STEM,root,306
маст,STEM,root,13
футбол,STEM,root,1318
ныр,STEM,root,386
тыгъэгъазэ,STEM,root,1971
ӏэсы,STEM,root,7991
цыгъу,STEM,root,41
дзыгъо,STEM,root,168
классы,STEM,root,1384
шта,STEM,root,9755
куу,STEM,root,2111
батырбый,STEM,root,1443
утэкӏы,STEM,root,600
губгъо,STEM,root,1271
унэгъу,STEM,root,339
сэдакъэ,STEM,root,193
бысымы,STEM,root,990
нотариус,STEM,root,62
коррупцие,STEM,root,280
пашӏо,STEM,root,90
регион,STEM,root,1062
маф,STEM,root,1664
фэтэр,STEM,root,411
аджы,STEM,root,91
къарыу,STEM,root,317
медал,STEM,root,808
хэбзэ,STEM,root,2606
электроннэ,STEM,root,776
диспансеры,STEM,root,239
ӏэзэ,STEM,root,2861
хьатыр,STEM,root,2724
онтэгъу,STEM,root,1131
шӏои,STEM,root,3511
къэгъэгъэ,STEM,root,389
самбыр,STEM,root,113
пенальти,STEM,root,450
къуадж,STEM,root,2886
народы,STEM,root,238
ежьы,STEM,root,4158
гупс,STEM,root,619
россие,STEM,root,892
гъушъы,STEM,root,163
лӏэуж,STEM,root,836
островскэ,STEM,root,63
мэхьэнэ,STEM,root,951
альберт,STEM,root,311
пшъэхъу,STEM,root,177
оборудование,STEM,root,837
тхьамэтэ,STEM,root,462
хъулъфыгъэ,STEM,root,2741
риммэ,STEM,root,144
чэ,STEM,root,643
динамо,STEM,root,2069
рэхьат,STEM,root,3140
къогъу,STEM,root,722
артист,STEM,root,5199
щэч,STEM,root,897
заурбый,STEM,root,441
быбэ,STEM,root,73
тэма,STEM,root,68
пынджы,STEM,root,287
унэгъуа,STEM,root,132
тым,STEM,root,339
хьыкум,STEM,root,2336
пыты,STEM,root,2941
етӏанэ,STEM,root,4187
газпром,STEM,root,243
унэшъо,STEM,root,708
щэрыо,STEM,root,524
чъы,STEM,root,7534
къы,STEM,root,2234
шӏэх,STEM,root,4671
пӏэ,STEM,root,844
артем,STEM,root,324
шъуз,STEM,root,1034
шъао,STEM,root,759
пастернакы,STEM,root,6
шӏушӏэ,STEM,root,2382
екатеринодар,STEM,root,76
оао,STEM,root,391
гъончэдж,STEM,root,95
мэкъэ,STEM,root,1708
категорие,STEM,root,239
хъуа,STEM,root,3704
ларош,STEM,root,208
ӏазэ,STEM,root,2027
хьапсы,STEM,root,652
ректор,STEM,root,509
ӏапшъэ,STEM,root,253
лэгъу,STEM,root,600
тхьа,STEM,root,987
къуижъ,STEM,root,323
пэшӏорыгъэшъ,STEM,root,1896
гулъытэ,STEM,root,625
спартак,STEM,root,627
рекреационнэ,STEM,root,60
сыдигъу,STEM,root,2612
лъапсэ,STEM,root,3069
пшъэшъэ,STEM,root,1655
неп,STEM,root,2325
чъыя,STEM,root,239
щын,STEM,root,3096
народнэ,STEM,root,6804
гъоу,STEM,root,1182
сессие,STEM,root,152
проекты,STEM,root,1743
фонд,STEM,root,1630
командэ,STEM,root,6151
гушӏу,STEM,root,1917
гъуа,STEM,root,1611
дорошенкэ,STEM,root,72
коммунальнэ,STEM,root,1785
мэл,STEM,root,524
гъэшӏэгъоны,STEM,root,3176
шыхьат,STEM,root,1340
рэмэзанэ,STEM,root,900
провинцие,STEM,root,34
теуцожь,STEM,root,3506
поселк,STEM,root,1175
дистанционнэ,STEM,root,37
гухэлъ,STEM,root,4441
спектакл,STEM,root,475
валентин,STEM,root,714
телефоны,STEM,root,527
розэ,STEM,root,452
объединение,STEM,root,508
мэфэ,STEM,root,4289
накӏ,STEM,root,157
татьянэ,STEM,root,83
тверь,STEM,root,53
зэфэс,STEM,root,447
таджикистан,STEM,root,59
уф,STEM,root,5527
площадь,STEM,root,39
гъэза,STEM,root,7639
гъэтха,STEM,root,1499
техникэ,STEM,root,1363
шахмат,STEM,root,205
бзы,STEM,root,478
тӏысы,STEM,root,2852
картэ,STEM,root,479
урысы,STEM,root,2808
филиал,STEM,root,58
шъаб,STEM,root,896
путевкэ,STEM,root,244
спектаклэ,STEM,root,1621
ханскэ,STEM,root,258
тхылъы,STEM,root,5334
светлан,STEM,root,648
пчэдыжь,STEM,root,606
танк,STEM,root,262
къэсы,STEM,root,1542
пкӏ,STEM,root,1142
хъурэя,STEM,root,61
гъот,STEM,root,3342
электричкэ,STEM,root,26
макъ,STEM,root,406
милицие,STEM,root,374
тэджы,STEM,root,2667
коммунист,STEM,root,122
дэрбэ,STEM,root,406
баи,STEM,root,207
поликлиникэ,STEM,root,606
кӏода,STEM,root,2448
мэкӏа,STEM,root,595
щыды,STEM,root,50
тембулат,STEM,root,282
нэшэнэ,STEM,root,258
рустем,STEM,root,547
анзаур,STEM,root,212
дэх,STEM,root,1811
нэшанэ,STEM,root,869
мэхэ,STEM,root,178
заявление,STEM,root,164
хьадэ,STEM,root,1606
коммерческэ,STEM,root,352
уз,STEM,root,4787
пхыр,STEM,root,55
лъэхъан,STEM,root,2608
сэнэ,STEM,root,264
тӏэкӏу,STEM,root,3741
тхьабзэ,STEM,root,42
къутэ,STEM,root,2865
батайск,STEM,root,156
ебзы,STEM,root,37
бзэджашӏэ,STEM,root,1176
гусевы,STEM,root,743
даниловы,STEM,root,70
айдэмыр,STEM,root,1859
утэ,STEM,root,1859
сом,STEM,root,646
головко,STEM,root,66
офицер,STEM,root,358
шыпхъу,STEM,root,1645
тхьагъэпцӏ,STEM,root,90
свидетельствэ,STEM,root,152
кисловодскэ,STEM,root,53
гапошины,STEM,root,144
улькэ,STEM,root,9
лӏыбзыу,STEM,root,380
гухэкӏ,STEM,root,832
фабрикэ,STEM,root,153
пэрыт,STEM,root,1233
футболист,STEM,root,1847
клуб,STEM,root,736
аттестат,STEM,root,60
азэнаджэ,STEM,root,58
хыдзэлӏ,STEM,root,82
тхьамафэ,STEM,root,1313
мышъэ,STEM,root,431
форумы,STEM,root,895
генеральнэ,STEM,root,819
кӏыхьэ,STEM,root,1795
чыназыр,STEM,root,80
щыӏ,STEM,root,2220
кластеры,STEM,root,141
пленарнэ,STEM,root,104
кӏэрмыт,STEM,root,193
рэщыдэ,STEM,root,925
юридическэ,STEM,root,670
хъуапсэ,STEM,root,611
мэкъу,STEM,root,1771
кӏуачӏ,STEM,root,1150
абрек,STEM,root,309
урожай,STEM,root,212
блэгъэ,STEM,root,5000
космонавты,STEM,root,26
шъхьафы,STEM,root,810
туризмэ,STEM,root,917
зэфэсы,STEM,root,584
губж,STEM,root,419
автоматикэ,STEM,root,53
парламенты,STEM,root,1025
къыты,STEM,root,198
шъхьэпэ,STEM,root,22
аттестационнэ,STEM,root,56
тхъэ,STEM,root,1378
аскэр,STEM,root,2771
хъырэхъышэ,STEM,root,413
гъэтхэ,STEM,root,977
цыхьэ,STEM,root,2882
нэгушӏу,STEM,root,426
къолъхьэ,STEM,root,521
къудай,STEM,root,4
лицензие,STEM,root,251
бгъа,STEM,root,311
тренеры,STEM,root,441
наталья,STEM,root,1018
ныӏэп,STEM,root,2539
образование,STEM,root,1879
народ,STEM,root,231
край,STEM,root,904
быракъ,STEM,root,623
черкесскэ,STEM,root,137
институт,STEM,root,1594
цӏэрыӏо,STEM,root,4217
субъект,STEM,root,1458
миллиард,STEM,root,2049
светланэ,STEM,root,1016
аминэт,STEM,root,1726
кӏыб,STEM,root,1634
гупсэф,STEM,root,1266
кӏот,STEM,root,482
даӏу,STEM,root,147
ростелеком,STEM,root,22
сочинение,STEM,root,233
ды,STEM,root,1568
концерты,STEM,root,3268
президенты,STEM,root,914
пчъагъ,STEM,root,1529
региональнэ,STEM,root,365
дагдизель,STEM,root,536
израиль,STEM,root,772
махълъэ,STEM,root,113
клиническэ,STEM,root,421
доклады,STEM,root,136
премие,STEM,root,428
селитрэ,STEM,root,69
утэшъо,STEM,root,71
ӏэкӏыб,STEM,root,3694
кубань,STEM,root,1014
телефон,STEM,root,1914
тӏури,STEM,root,406
къуа,STEM,root,2186
телевизоры,STEM,root,235
джаджэ,STEM,root,370
пкъы,STEM,root,3057
украинэ,STEM,root,819
тхьабысым,STEM,root,185
